profile1,profile2,profile3,profile4,profile5,profile6
"age: 30, body_type: thin, education: dropped out of space camp, height: 67.0, job: artistic / musical / writer, orientation: bisexual, pets: nan, religion: nan, sex: f, smokes: no, speaks: english (fluently), belarusan, gujarati, lisp, russian (fluently), status: single","age: 30, body_type: thin, education: graduated from masters program, height: 63.0, job: science / tech / engineering, orientation: straight, pets: nan, religion: christianity, sex: f, smokes: no, speaks: english (fluently), chinese (fluently), japanese (okay), status: single","age: 30, body_type: fit, education: nan, height: 68.0, job: student, orientation: straight, pets: likes dogs and dislikes cats, religion: judaism and somewhat serious about it, sex: f, smokes: when drinking, speaks: english (okay), hebrew (poorly), status: single","age: 26, body_type: fit, education: graduated from masters program, height: 73.0, job: science / tech / engineering, orientation: straight, pets: nan, religion: christianity, sex: m, smokes: no, speaks: english (fluently), french (fluently), status: single","age: 25, body_type: fit, education: graduated from college/university, height: 72.0, job: sales / marketing / biz dev, orientation: straight, pets: nan, religion: nan, sex: m, smokes: no, speaks: english, polish (fluently), german (okay), spanish (okay), status: single","age: 60, body_type: fit, education: graduated from masters program, height: 64.0, job: computer / hardware / software, orientation: straight, pets: likes cats, religion: atheism and somewhat serious about it, sex: f, smokes: no, speaks: english (fluently), spanish (poorly), status: single"
"age: 27, body_type: athletic, education: graduated from college/university, height: 66.0, job: science / tech / engineering, orientation: straight, pets: likes dogs and likes cats, religion: other but not too serious about it, sex: f, smokes: no, speaks: english (fluently), spanish (okay), status: single","age: 25, body_type: average, education: graduated from college/university, height: 71.0, job: science / tech / engineering, orientation: gay, pets: dislikes dogs and likes cats, religion: nan, sex: m, smokes: no, speaks: english (fluently), chinese (fluently), korean (okay), status: single","age: 27, body_type: average, education: working on masters program, height: 68.0, job: nan, orientation: straight, pets: nan, religion: agnosticism but not too serious about it, sex: m, smokes: no, speaks: english, portuguese, status: single","age: 39, body_type: average, education: graduated from masters program, height: 75.0, job: other, orientation: straight, pets: has dogs and has cats, religion: nan, sex: f, smokes: no, speaks: english, status: single","age: 19, body_type: athletic, education: dropped out of space camp, height: 71.0, job: military, orientation: straight, pets: has dogs and has cats, religion: atheism and laughing about it, sex: m, smokes: no, speaks: english (fluently), hungarian (poorly), status: single","age: 24, body_type: fit, education: working on law school, height: 69.0, job: student, orientation: straight, pets: nan, religion: other and somewhat serious about it, sex: m, smokes: no, speaks: english, spanish (okay), status: single"
"age: 34, body_type: fit, education: graduated from college/university, height: 66.0, job: artistic / musical / writer, orientation: gay, pets: nan, religion: nan, sex: f, smokes: no, speaks: english (fluently), spanish (okay), status: single","age: 21, body_type: athletic, education: graduated from college/university, height: 69.0, job: nan, orientation: straight, pets: nan, religion: atheism but not too serious about it, sex: m, smokes: nan, speaks: english, status: single","age: 55, body_type: thin, education: graduated from masters program, height: 69.0, job: artistic / musical / writer, orientation: straight, pets: likes dogs and likes cats, religion: other but not too serious about it, sex: m, smokes: sometimes, speaks: english, status: single","age: 22, body_type: fit, education: graduated from college/university, height: 70.0, job: other, orientation: straight, pets: nan, religion: christianity, sex: f, smokes: nan, speaks: english (fluently), spanish (okay), status: single","age: 58, body_type: average, education: graduated from college/university, height: 74.0, job: computer / hardware / software, orientation: straight, pets: has cats, religion: other and laughing about it, sex: m, smokes: no, speaks: english (fluently), spanish (poorly), status: single","age: 30, body_type: fit, education: graduated from ph.d program, height: 71.0, job: education / academia, orientation: gay, pets: nan, religion: judaism, sex: m, smokes: no, speaks: english, spanish (fluently), hebrew (poorly), status: single"
"age: 38, body_type: athletic, education: graduated from college/university, height: 65.0, job: nan, orientation: gay, pets: likes dogs, religion: nan, sex: f, smokes: no, speaks: english, status: single","age: 28, body_type: fit, education: graduated from ph.d program, height: 68.0, job: science / tech / engineering, orientation: straight, pets: nan, religion: judaism but not too serious about it, sex: m, smokes: no, speaks: english, spanish (poorly), status: single","age: 29, body_type: used up, education: working on space camp, height: 66.0, job: student, orientation: straight, pets: likes dogs and likes cats, religion: other and laughing about it, sex: m, smokes: sometimes, speaks: english (poorly), chinese (poorly), status: single","age: 21, body_type: fit, education: working on college/university, height: 64.0, job: student, orientation: straight, pets: likes dogs and likes cats, religion: nan, sex: f, smokes: no, speaks: english, status: single","age: 46, body_type: nan, education: nan, height: 69.0, job: nan, orientation: straight, pets: nan, religion: agnosticism, sex: m, smokes: no, speaks: english, status: single","age: 20, body_type: nan, education: working on college/university, height: 68.0, job: student, orientation: gay, pets: likes dogs and likes cats, religion: hinduism but not too serious about it, sex: f, smokes: sometimes, speaks: english (fluently), bengali (okay), status: single"
"age: 31, body_type: average, education: graduated from college/university, height: 69.0, job: science / tech / engineering, orientation: straight, pets: likes dogs and likes cats, religion: agnosticism, sex: m, smokes: no, speaks: english, japanese (poorly), status: single","age: 26, body_type: thin, education: working on college/university, height: 67.0, job: sales / marketing / biz dev, orientation: gay, pets: likes dogs, religion: buddhism and somewhat serious about it, sex: m, smokes: no, speaks: english (fluently), spanish (okay), status: seeing someone","age: 31, body_type: fit, education: graduated from masters program, height: 74.0, job: computer / hardware / software, orientation: straight, pets: nan, religion: nan, sex: m, smokes: no, speaks: english, status: single","age: 27, body_type: average, education: graduated from college/university, height: 75.0, job: computer / hardware / software, orientation: straight, pets: likes dogs and likes cats, religion: agnosticism but not too serious about it, sex: m, smokes: no, speaks: english, status: single","age: 22, body_type: skinny, education: nan, height: 64.0, job: hospitality / travel, orientation: straight, pets: has dogs and likes cats, religion: nan, sex: f, smokes: yes, speaks: english, status: single","age: 44, body_type: thin, education: graduated from masters program, height: 65.0, job: banking / financial / real estate, orientation: straight, pets: likes dogs and has cats, religion: hinduism but not too serious about it, sex: f, smokes: no, speaks: english (fluently), status: single"
"age: 37, body_type: athletic, education: graduated from college/university, height: 69.0, job: computer / hardware / software, orientation: straight, pets: has dogs, religion: nan, sex: m, smokes: nan, speaks: english, status: single","age: 28, body_type: average, education: nan, height: 68.0, job: nan, orientation: straight, pets: nan, religion: nan, sex: m, smokes: trying to quit, speaks: english (fluently), tagalog (fluently), status: single","age: 24, body_type: skinny, education: nan, height: 75.0, job: computer / hardware / software, orientation: straight, pets: has dogs and likes cats, religion: agnosticism and somewhat serious about it, sex: m, smokes: yes, speaks: english (fluently), status: single","age: 28, body_type: thin, education: graduated from college/university, height: 61.0, job: clerical / administrative, orientation: bisexual, pets: has cats, religion: atheism and very serious about it, sex: f, smokes: yes, speaks: english (fluently), french (okay), status: single","age: 28, body_type: thin, education: graduated from med school, height: 67.0, job: medicine / health, orientation: gay, pets: nan, religion: nan, sex: m, smokes: no, speaks: english, status: single","age: 34, body_type: average, education: nan, height: 68.0, job: construction / craftsmanship, orientation: straight, pets: likes dogs and likes cats, religion: nan, sex: m, smokes: no, speaks: english (fluently), chinese (okay), status: single"
"age: 33, body_type: fit, education: graduated from college/university, height: 69.0, job: computer / hardware / software, orientation: straight, pets: likes dogs and likes cats, religion: atheism, sex: m, smokes: no, speaks: english, status: single","age: 27, body_type: fit, education: graduated from college/university, height: 67.0, job: computer / hardware / software, orientation: gay, pets: likes dogs and likes cats, religion: christianity but not too serious about it, sex: m, smokes: no, speaks: english (fluently), status: single","age: 65, body_type: full figured, education: graduated from masters program, height: 65.0, job: retired, orientation: straight, pets: has dogs and likes cats, religion: other and laughing about it, sex: f, smokes: no, speaks: english (fluently), status: single","age: 25, body_type: athletic, education: graduated from college/university, height: 74.0, job: medicine / health, orientation: straight, pets: nan, religion: judaism but not too serious about it, sex: m, smokes: no, speaks: english (fluently), russian (fluently), spanish (okay), status: single","age: 23, body_type: athletic, education: graduated from high school, height: 69.0, job: sales / marketing / biz dev, orientation: straight, pets: nan, religion: nan, sex: m, smokes: yes, speaks: english (fluently), spanish (okay), status: single","age: 21, body_type: athletic, education: graduated from high school, height: 72.0, job: other, orientation: straight, pets: nan, religion: christianity but not too serious about it, sex: f, smokes: no, speaks: english (fluently), german (fluently), french (okay), status: single"
"age: 32, body_type: athletic, education: graduated from college/university, height: 70.0, job: medicine / health, orientation: gay, pets: likes dogs and has cats, religion: nan, sex: m, smokes: no, speaks: english, farsi (fluently), status: single","age: 28, body_type: curvy, education: graduated from college/university, height: 62.0, job: artistic / musical / writer, orientation: straight, pets: nan, religion: nan, sex: f, smokes: nan, speaks: english, status: single","age: 25, body_type: fit, education: graduated from college/university, height: 66.0, job: other, orientation: straight, pets: likes dogs and likes cats, religion: catholicism but not too serious about it, sex: m, smokes: sometimes, speaks: english (fluently), portuguese (poorly), status: single","age: 33, body_type: nan, education: space camp, height: 63.0, job: artistic / musical / writer, orientation: bisexual, pets: has dogs and likes cats, religion: atheism, sex: f, smokes: no, speaks: english (fluently), german (okay), french (okay), spanish (poorly), status: single","age: 23, body_type: nan, education: working on college/university, height: 68.0, job: medicine / health, orientation: straight, pets: likes dogs and likes cats, religion: catholicism but not too serious about it, sex: f, smokes: no, speaks: english (fluently), status: single","age: 29, body_type: nan, education: graduated from college/university, height: 68.0, job: nan, orientation: straight, pets: has dogs, religion: nan, sex: m, smokes: no, speaks: english (fluently), chinese (okay), vietnamese (poorly), status: single"
"age: 27, body_type: fit, education: working on college/university, height: 71.0, job: student, orientation: straight, pets: nan, religion: atheism and laughing about it, sex: m, smokes: no, speaks: english (fluently), french (fluently), spanish (poorly), status: single","age: 46, body_type: fit, education: dropped out of college/university, height: 73.0, job: rather not say, orientation: straight, pets: has dogs, religion: atheism, sex: m, smokes: no, speaks: english (fluently), italian (poorly), french (poorly), status: single","age: 33, body_type: fit, education: graduated from masters program, height: 65.0, job: computer / hardware / software, orientation: straight, pets: has dogs, religion: judaism and laughing about it, sex: f, smokes: no, speaks: english (fluently), italian (fluently), french (okay), spanish (okay), status: single","age: 36, body_type: average, education: nan, height: 72.0, job: nan, orientation: straight, pets: nan, religion: nan, sex: m, smokes: no, speaks: english, status: seeing someone","age: 52, body_type: a little extra, education: nan, height: 74.0, job: nan, orientation: bisexual, pets: nan, religion: nan, sex: m, smokes: no, speaks: english, status: single","age: 47, body_type: thin, education: graduated from masters program, height: 71.0, job: medicine / health, orientation: straight, pets: likes dogs and has cats, religion: other, sex: f, smokes: no, speaks: english, status: single"
"age: 22, body_type: thin, education: working on college/university, height: 72.0, job: computer / hardware / software, orientation: straight, pets: nan, religion: buddhism, sex: m, smokes: when drinking, speaks: english, status: single","age: 52, body_type: athletic, education: graduated from college/university, height: 68.0, job: other, orientation: straight, pets: likes dogs and likes cats, religion: other, sex: m, smokes: no, speaks: english, english, status: single","age: 30, body_type: thin, education: graduated from college/university, height: 62.0, job: banking / financial / real estate, orientation: straight, pets: nan, religion: agnosticism, sex: f, smokes: no, speaks: english, status: single","age: 32, body_type: fit, education: graduated from college/university, height: 70.0, job: science / tech / engineering, orientation: straight, pets: nan, religion: nan, sex: m, smokes: no, speaks: english (fluently), german (fluently), status: single","age: 33, body_type: full figured, education: nan, height: 64.0, job: medicine / health, orientation: straight, pets: likes dogs and likes cats, religion: other and somewhat serious about it, sex: f, smokes: no, speaks: english, status: single","age: 60, body_type: average, education: graduated from college/university, height: 72.0, job: artistic / musical / writer, orientation: straight, pets: likes dogs and likes cats, religion: agnosticism and laughing about it, sex: m, smokes: sometimes, speaks: english (fluently), spanish (poorly), status: single"
"age: 22, body_type: fit, education: working on college/university, height: 70.0, job: student, orientation: straight, pets: has dogs and has cats, religion: agnosticism, sex: m, smokes: sometimes, speaks: english, status: single","age: 27, body_type: athletic, education: working on college/university, height: 72.0, job: hospitality / travel, orientation: straight, pets: likes dogs and likes cats, religion: other and laughing about it, sex: m, smokes: no, speaks: english (okay), french (fluently), status: single","age: 59, body_type: a little extra, education: graduated from high school, height: 69.0, job: nan, orientation: straight, pets: nan, religion: other, sex: m, smokes: no, speaks: english, status: single","age: 28, body_type: nan, education: dropped out of college/university, height: 70.0, job: other, orientation: bisexual, pets: nan, religion: agnosticism and very serious about it, sex: f, smokes: no, speaks: english, chinese (poorly), status: single","age: 29, body_type: athletic, education: graduated from college/university, height: 70.0, job: nan, orientation: straight, pets: likes dogs and likes cats, religion: nan, sex: m, smokes: no, speaks: english (fluently), c++ (poorly), italian (poorly), status: single","age: 30, body_type: thin, education: graduated from masters program, height: 65.0, job: nan, orientation: straight, pets: dislikes dogs, religion: christianity, sex: f, smokes: no, speaks: english, status: single"
"age: 32, body_type: average, education: graduated from college/university, height: 71.0, job: nan, orientation: straight, pets: likes dogs and likes cats, religion: agnosticism and somewhat serious about it, sex: m, smokes: when drinking, speaks: english (fluently), spanish (poorly), status: single","age: 26, body_type: average, education: graduated from college/university, height: 65.0, job: entertainment / media, orientation: gay, pets: dislikes dogs and likes cats, religion: agnosticism but not too serious about it, sex: f, smokes: no, speaks: english (fluently), japanese (poorly), c++ (okay), status: single","age: 54, body_type: fit, education: graduated from masters program, height: 71.0, job: education / academia, orientation: gay, pets: nan, religion: agnosticism but not too serious about it, sex: m, smokes: no, speaks: english (fluently), spanish (poorly), status: single","age: 30, body_type: average, education: graduated from college/university, height: 65.0, job: other, orientation: straight, pets: likes dogs and likes cats, religion: atheism and laughing about it, sex: f, smokes: when drinking, speaks: english (fluently), french (poorly), status: single","age: 22, body_type: average, education: working on two-year college, height: 72.0, job: other, orientation: straight, pets: likes dogs and has cats, religion: agnosticism but not too serious about it, sex: m, smokes: no, speaks: english (fluently), german (poorly), status: single","age: 39, body_type: fit, education: working on law school, height: 74.0, job: banking / financial / real estate, orientation: straight, pets: nan, religion: nan, sex: m, smokes: nan, speaks: english, status: single"
"age: 30, body_type: fit, education: working on college/university, height: 67.0, job: computer / hardware / software, orientation: straight, pets: likes dogs and dislikes cats, religion: catholicism, sex: m, smokes: no, speaks: english, tagalog (poorly), c++ (okay), status: seeing someone","age: 29, body_type: average, education: graduated from college/university, height: 62.0, job: nan, orientation: straight, pets: nan, religion: nan, sex: f, smokes: no, speaks: english, status: single","age: 30, body_type: thin, education: working on ph.d program, height: 74.0, job: student, orientation: bisexual, pets: likes dogs and likes cats, religion: atheism and somewhat serious about it, sex: m, smokes: no, speaks: english (fluently), status: single","age: 31, body_type: fit, education: graduated from masters program, height: 63.0, job: science / tech / engineering, orientation: straight, pets: likes dogs, religion: nan, sex: f, smokes: no, speaks: english, status: single","age: 28, body_type: athletic, education: graduated from college/university, height: 70.0, job: banking / financial / real estate, orientation: straight, pets: nan, religion: other, sex: m, smokes: when drinking, speaks: english, german (poorly), status: single","age: 19, body_type: curvy, education: working on college/university, height: 62.0, job: student, orientation: straight, pets: likes dogs and has cats, religion: agnosticism and laughing about it, sex: f, smokes: no, speaks: english, status: single"
"age: 35, body_type: thin, education: nan, height: 75.0, job: other, orientation: straight, pets: likes dogs and likes cats, religion: nan, sex: m, smokes: no, speaks: english, spanish (poorly), status: single","age: 42, body_type: athletic, education: graduated from college/university, height: 66.0, job: other, orientation: straight, pets: likes dogs and likes cats, religion: atheism, sex: m, smokes: no, speaks: english (fluently), portuguese (fluently), spanish (poorly), status: single","age: 47, body_type: fit, education: graduated from college/university, height: 65.0, job: artistic / musical / writer, orientation: straight, pets: nan, religion: nan, sex: f, smokes: no, speaks: english, status: single","age: 24, body_type: athletic, education: graduated from college/university, height: 69.0, job: nan, orientation: gay, pets: nan, religion: nan, sex: m, smokes: no, speaks: english, spanish (fluently), status: single","age: 17, body_type: fit, education: working on two-year college, height: 64.0, job: other, orientation: straight, pets: nan, religion: other but not too serious about it, sex: f, smokes: no, speaks: english, status: single","age: 30, body_type: curvy, education: graduated from college/university, height: 67.0, job: science / tech / engineering, orientation: straight, pets: likes dogs and has cats, religion: agnosticism and laughing about it, sex: f, smokes: no, speaks: english (fluently), spanish (poorly), status: single"
"age: 31, body_type: thin, education: graduated from masters program, height: 70.0, job: rather not say, orientation: straight, pets: nan, religion: agnosticism but not too serious about it, sex: m, smokes: when drinking, speaks: english, status: single","age: 41, body_type: fit, education: graduated from masters program, height: 68.0, job: banking / financial / real estate, orientation: straight, pets: has dogs and likes cats, religion: agnosticism but not too serious about it, sex: f, smokes: no, speaks: english (fluently), status: single","age: 26, body_type: skinny, education: graduated from masters program, height: 66.0, job: computer / hardware / software, orientation: straight, pets: likes dogs and likes cats, religion: atheism and laughing about it, sex: m, smokes: no, speaks: english (fluently), status: single","age: 46, body_type: fit, education: graduated from college/university, height: 71.0, job: artistic / musical / writer, orientation: straight, pets: has dogs and likes cats, religion: agnosticism but not too serious about it, sex: m, smokes: no, speaks: english (fluently), status: single","age: 25, body_type: fit, education: working on college/university, height: 68.0, job: science / tech / engineering, orientation: straight, pets: likes dogs and likes cats, religion: atheism but not too serious about it, sex: m, smokes: sometimes, speaks: english, status: single","age: 31, body_type: average, education: graduated from masters program, height: 66.0, job: artistic / musical / writer, orientation: straight, pets: likes dogs and likes cats, religion: agnosticism and laughing about it, sex: m, smokes: no, speaks: english, swedish (okay), status: single"
"age: 28, body_type: curvy, education: working on masters program, height: 67.0, job: education / academia, orientation: straight, pets: likes dogs, religion: other and laughing about it, sex: f, smokes: sometimes, speaks: english, spanish (okay), status: single","age: 19, body_type: average, education: nan, height: 70.0, job: nan, orientation: gay, pets: nan, religion: nan, sex: m, smokes: nan, speaks: english, status: single","age: 30, body_type: nan, education: working on college/university, height: 67.0, job: other, orientation: straight, pets: likes dogs and dislikes cats, religion: catholicism but not too serious about it, sex: m, smokes: yes, speaks: english (fluently), status: single","age: 30, body_type: curvy, education: working on college/university, height: 61.0, job: computer / hardware / software, orientation: straight, pets: likes dogs and likes cats, religion: christianity and somewhat serious about it, sex: f, smokes: no, speaks: english (fluently), japanese (fluently), spanish (okay), italian (poorly), status: seeing someone","age: 27, body_type: thin, education: working on law school, height: 70.0, job: student, orientation: gay, pets: likes dogs and likes cats, religion: nan, sex: m, smokes: no, speaks: english (fluently), status: seeing someone","age: 26, body_type: athletic, education: working on college/university, height: 69.0, job: other, orientation: gay, pets: has cats, religion: other, sex: m, smokes: yes, speaks: english, status: single"
"age: 28, body_type: athletic, education: graduated from college/university, height: 72.0, job: political / government, orientation: straight, pets: nan, religion: nan, sex: m, smokes: no, speaks: english (fluently), spanish (fluently), status: single","age: 28, body_type: fit, education: graduated from college/university, height: 66.0, job: sales / marketing / biz dev, orientation: straight, pets: likes dogs and likes cats, religion: agnosticism but not too serious about it, sex: m, smokes: no, speaks: english (fluently), chinese (okay), spanish (poorly), status: single","age: 25, body_type: skinny, education: graduated from masters program, height: 72.0, job: science / tech / engineering, orientation: straight, pets: likes dogs and dislikes cats, religion: hinduism but not too serious about it, sex: m, smokes: no, speaks: english (fluently), hindi (fluently), french (poorly), status: single","age: 24, body_type: fit, education: working on masters program, height: 68.0, job: other, orientation: straight, pets: likes dogs, religion: agnosticism, sex: m, smokes: no, speaks: english, status: single","age: 26, body_type: average, education: graduated from college/university, height: 63.0, job: artistic / musical / writer, orientation: straight, pets: dislikes dogs and likes cats, religion: atheism, sex: f, smokes: no, speaks: english (fluently), spanish (okay), status: single","age: 26, body_type: thin, education: working on college/university, height: 67.0, job: hospitality / travel, orientation: straight, pets: likes dogs and dislikes cats, religion: judaism, sex: f, smokes: sometimes, speaks: english (fluently), hebrew (poorly), status: single"
"age: 28, body_type: fit, education: graduated from ph.d program, height: 68.0, job: science / tech / engineering, orientation: straight, pets: nan, religion: judaism but not too serious about it, sex: m, smokes: no, speaks: english, spanish (poorly), status: single","age: 26, body_type: average, education: graduated from high school, height: 70.0, job: other, orientation: straight, pets: nan, religion: nan, sex: m, smokes: no, speaks: english, status: single","age: 34, body_type: athletic, education: working on masters program, height: 65.0, job: other, orientation: straight, pets: likes dogs and likes cats, religion: other, sex: f, smokes: no, speaks: english (fluently), spanish (okay), status: single","age: 31, body_type: nan, education: graduated from college/university, height: 72.0, job: computer / hardware / software, orientation: straight, pets: dislikes dogs and likes cats, religion: nan, sex: m, smokes: no, speaks: english, c++, status: single","age: 39, body_type: nan, education: graduated from high school, height: 71.0, job: construction / craftsmanship, orientation: straight, pets: likes dogs and likes cats, religion: agnosticism and laughing about it, sex: m, smokes: trying to quit, speaks: english (fluently), status: single","age: 29, body_type: average, education: graduated from college/university, height: 77.0, job: nan, orientation: straight, pets: likes dogs, religion: agnosticism, sex: m, smokes: no, speaks: english, status: single"
"age: 23, body_type: athletic, education: working on college/university, height: 65.0, job: education / academia, orientation: straight, pets: nan, religion: buddhism and laughing about it, sex: m, smokes: no, speaks: english (fluently), status: single","age: 29, body_type: thin, education: graduated from ph.d program, height: 70.0, job: student, orientation: straight, pets: nan, religion: nan, sex: f, smokes: no, speaks: english, german, french, status: single","age: 27, body_type: skinny, education: nan, height: 66.0, job: nan, orientation: straight, pets: nan, religion: nan, sex: f, smokes: nan, speaks: english, status: single","age: 30, body_type: athletic, education: nan, height: 75.0, job: student, orientation: straight, pets: has cats, religion: nan, sex: m, smokes: yes, speaks: english, status: single","age: 21, body_type: curvy, education: working on college/university, height: 67.0, job: student, orientation: straight, pets: nan, religion: christianity, sex: f, smokes: no, speaks: english, status: single","age: 18, body_type: athletic, education: nan, height: 63.0, job: nan, orientation: straight, pets: has dogs, religion: nan, sex: f, smokes: no, speaks: english, status: single"
"age: 30, body_type: thin, education: working on college/university, height: 66.0, job: student, orientation: straight, pets: likes dogs and has cats, religion: other and somewhat serious about it, sex: f, smokes: sometimes, speaks: english (fluently), status: single","age: 22, body_type: thin, education: working on college/university, height: 69.0, job: computer / hardware / software, orientation: straight, pets: likes dogs and likes cats, religion: atheism but not too serious about it, sex: m, smokes: no, speaks: english (fluently), spanish (fluently), status: single","age: 40, body_type: athletic, education: graduated from two-year college, height: 72.0, job: science / tech / engineering, orientation: straight, pets: likes dogs and likes cats, religion: catholicism but not too serious about it, sex: m, smokes: no, speaks: english (fluently), french (poorly), swahili (okay), spanish (poorly), c++ (poorly), status: single","age: 43, body_type: a little extra, education: college/university, height: 68.0, job: medicine / health, orientation: straight, pets: dislikes cats, religion: christianity, sex: f, smokes: no, speaks: english, status: single","age: 35, body_type: a little extra, education: graduated from college/university, height: 67.0, job: science / tech / engineering, orientation: straight, pets: likes dogs and likes cats, religion: atheism but not too serious about it, sex: m, smokes: no, speaks: english (fluently), spanish (fluently), status: single","age: 21, body_type: athletic, education: working on college/university, height: 66.0, job: student, orientation: straight, pets: likes dogs and likes cats, religion: agnosticism but not too serious about it, sex: m, smokes: sometimes, speaks: english, chinese, status: single"
"age: 30, body_type: average, education: nan, height: 69.0, job: medicine / health, orientation: bisexual, pets: likes dogs and likes cats, religion: other and very serious about it, sex: f, smokes: sometimes, speaks: english (fluently), status: single","age: 61, body_type: fit, education: college/university, height: 72.0, job: artistic / musical / writer, orientation: straight, pets: nan, religion: nan, sex: m, smokes: no, speaks: english, status: single","age: 61, body_type: fit, education: graduated from two-year college, height: 72.0, job: medicine / health, orientation: straight, pets: nan, religion: nan, sex: f, smokes: no, speaks: english, status: single","age: 37, body_type: fit, education: graduated from college/university, height: 62.0, job: banking / financial / real estate, orientation: straight, pets: nan, religion: nan, sex: f, smokes: no, speaks: english, status: single","age: 29, body_type: curvy, education: working on masters program, height: 62.0, job: student, orientation: straight, pets: nan, religion: nan, sex: f, smokes: no, speaks: english, status: single","age: 27, body_type: fit, education: graduated from law school, height: 70.0, job: banking / financial / real estate, orientation: gay, pets: nan, religion: atheism and somewhat serious about it, sex: m, smokes: when drinking, speaks: english (fluently), french (fluently), italian (okay), spanish (okay), german (okay), status: single"
"age: 29, body_type: thin, education: working on masters program, height: 76.0, job: other, orientation: gay, pets: likes dogs and likes cats, religion: agnosticism and somewhat serious about it, sex: m, smokes: no, speaks: english (fluently), italian (poorly), status: single","age: 29, body_type: thin, education: graduated from college/university, height: 68.0, job: other, orientation: straight, pets: nan, religion: nan, sex: f, smokes: no, speaks: english, status: single","age: 23, body_type: curvy, education: nan, height: 68.0, job: nan, orientation: bisexual, pets: likes dogs and has cats, religion: nan, sex: f, smokes: no, speaks: english, spanish, status: single","age: 30, body_type: fit, education: nan, height: 72.0, job: computer / hardware / software, orientation: straight, pets: likes dogs and likes cats, religion: atheism and very serious about it, sex: m, smokes: no, speaks: english (fluently), c++ (okay), status: single","age: 40, body_type: a little extra, education: working on college/university, height: 64.0, job: other, orientation: straight, pets: has dogs, religion: catholicism but not too serious about it, sex: f, smokes: trying to quit, speaks: english (fluently), status: single","age: 38, body_type: thin, education: graduated from college/university, height: 63.0, job: science / tech / engineering, orientation: straight, pets: has dogs, religion: nan, sex: f, smokes: no, speaks: english (fluently), chinese (okay), spanish (poorly), status: single"
"age: 25, body_type: nan, education: graduated from college/university, height: 62.0, job: science / tech / engineering, orientation: straight, pets: nan, religion: nan, sex: f, smokes: no, speaks: english, status: single","age: 22, body_type: average, education: two-year college, height: 68.0, job: nan, orientation: straight, pets: likes dogs, religion: catholicism but not too serious about it, sex: m, smokes: nan, speaks: english, italian (fluently), status: single","age: 21, body_type: athletic, education: college/university, height: 74.0, job: nan, orientation: straight, pets: nan, religion: nan, sex: m, smokes: no, speaks: english, status: single","age: 22, body_type: athletic, education: working on two-year college, height: 73.0, job: other, orientation: straight, pets: has dogs, religion: nan, sex: m, smokes: yes, speaks: english, status: single","age: 38, body_type: athletic, education: graduated from masters program, height: 68.0, job: entertainment / media, orientation: straight, pets: nan, religion: nan, sex: m, smokes: no, speaks: english, status: single","age: 28, body_type: average, education: working on college/university, height: 70.0, job: clerical / administrative, orientation: straight, pets: likes dogs and has cats, religion: agnosticism but not too serious about it, sex: f, smokes: no, speaks: english, status: single"
"age: 32, body_type: athletic, education: graduated from college/university, height: 67.0, job: entertainment / media, orientation: straight, pets: likes dogs, religion: nan, sex: f, smokes: no, speaks: english, spanish (okay), italian (poorly), c++, status: single","age: 29, body_type: skinny, education: graduated from college/university, height: 65.0, job: computer / hardware / software, orientation: straight, pets: nan, religion: atheism and somewhat serious about it, sex: m, smokes: no, speaks: english, status: single","age: 41, body_type: athletic, education: graduated from masters program, height: 64.0, job: science / tech / engineering, orientation: straight, pets: likes dogs and has cats, religion: nan, sex: f, smokes: nan, speaks: english, status: single","age: 22, body_type: thin, education: graduated from college/university, height: 76.0, job: education / academia, orientation: straight, pets: likes dogs and likes cats, religion: christianity and somewhat serious about it, sex: m, smokes: no, speaks: english (fluently), chinese (poorly), spanish (poorly), status: single","age: 29, body_type: athletic, education: graduated from masters program, height: 67.0, job: other, orientation: straight, pets: nan, religion: agnosticism, sex: m, smokes: no, speaks: english, status: single","age: 26, body_type: athletic, education: graduated from college/university, height: 72.0, job: other, orientation: straight, pets: likes dogs and likes cats, religion: atheism but not too serious about it, sex: m, smokes: no, speaks: english (fluently), status: single"
"age: 36, body_type: athletic, education: graduated from space camp, height: 73.0, job: artistic / musical / writer, orientation: straight, pets: likes dogs and likes cats, religion: agnosticism and very serious about it, sex: m, smokes: no, speaks: english (poorly), spanish (poorly), status: single","age: 27, body_type: used up, education: graduated from masters program, height: 67.0, job: other, orientation: bisexual, pets: has dogs and has cats, religion: atheism and very serious about it, sex: f, smokes: no, speaks: english, status: seeing someone","age: 40, body_type: fit, education: graduated from masters program, height: 64.0, job: nan, orientation: straight, pets: likes dogs and has cats, religion: nan, sex: f, smokes: no, speaks: english, status: single","age: 58, body_type: a little extra, education: graduated from college/university, height: 66.0, job: artistic / musical / writer, orientation: straight, pets: likes dogs and likes cats, religion: other and laughing about it, sex: m, smokes: no, speaks: english (fluently), status: single","age: 59, body_type: fit, education: graduated from college/university, height: 70.0, job: rather not say, orientation: straight, pets: nan, religion: judaism but not too serious about it, sex: m, smokes: no, speaks: english, status: single","age: 46, body_type: curvy, education: graduated from college/university, height: 66.0, job: education / academia, orientation: straight, pets: likes dogs and likes cats, religion: nan, sex: f, smokes: no, speaks: english (fluently), spanish (fluently), french (okay), status: single"
